year,batter,runs_scored,balls_faced,boundaries,dot_balls,wickets,sixes,fours,strike_rate,boundary_percentage,dot_ball_percentage,six_percentage,four_percentage,average
2012,IR Jaggi,15,22,0,9,2,0,0,68.18181818181817,0.0,40.909090909090914,0.0,0.0,7.5
2012,Iqbal Abdulla,2,3,0,1,0,0,0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,
2012,J Botha,58,55,5,18,4,1,4,105.45454545454544,9.090909090909092,32.72727272727273,1.8181818181818181,7.2727272727272725,14.5
2012,J Syed Mohammad,4,1,1,0,0,0,1,400.0,100.0,0.0,0.0,100.0,
2012,J Theron,7,6,1,2,0,0,1,116.66666666666667,16.666666666666664,33.33333333333333,0.0,16.666666666666664,
2012,JA Morkel,107,71,11,15,7,6,5,150.70422535211267,15.492957746478872,21.12676056338028,8.450704225352112,7.042253521126761,15.285714285714286
2012,JD Ryder,256,216,31,74,11,8,23,118.5185185185185,14.351851851851851,34.25925925925926,3.7037037037037033,10.648148148148149,23.272727272727273
2012,JEC Franklin,220,229,22,89,9,7,15,96.06986899563319,9.606986899563319,38.864628820960704,3.056768558951965,6.550218340611353,24.444444444444443
2012,JH Kallis,409,393,44,138,17,10,34,104.07124681933841,11.195928753180661,35.11450381679389,2.5445292620865136,8.651399491094146,24.058823529411764
2012,JP Duminy,244,195,24,55,3,11,13,125.12820512820512,12.307692307692308,28.205128205128204,5.641025641025641,6.666666666666667,81.33333333333333
2012,JP Faulkner,14,14,0,2,1,0,0,100.0,0.0,14.285714285714285,0.0,0.0,14.0
2012,K Upadhyay,11,8,1,3,0,1,0,137.5,12.5,37.5,12.5,0.0,
2012,KA Pollard,220,163,29,55,9,14,15,134.96932515337423,17.791411042944784,33.74233128834356,8.588957055214724,9.202453987730062,24.444444444444443
2012,KC Sangakkara,200,190,25,68,11,4,21,105.26315789473684,13.157894736842104,35.78947368421053,2.1052631578947367,11.052631578947368,18.181818181818183
2012,KD Karthik,238,217,32,84,15,2,30,109.6774193548387,14.746543778801843,38.70967741935484,0.9216589861751152,13.82488479262673,15.866666666666667
2012,KK Cooper,38,20,6,7,2,3,3,190.0,30.0,35.0,15.0,15.0,19.0
2012,KMDN Kulasekara,5,3,1,0,0,0,1,166.66666666666669,33.33333333333333,0.0,0.0,33.33333333333333,
2012,KP Pietersen,305,210,42,77,6,20,22,145.23809523809524,20.0,36.666666666666664,9.523809523809524,10.476190476190476,50.833333333333336
2012,LR Shukla,75,57,9,23,7,5,4,131.57894736842107,15.789473684210526,40.35087719298245,8.771929824561402,7.017543859649122,10.714285714285714
2012,LRPL Taylor,197,177,19,57,11,7,12,111.2994350282486,10.734463276836157,32.20338983050847,3.954802259887006,6.779661016949152,17.90909090909091
2012,M Kaif,14,16,1,5,1,0,1,87.5,6.25,31.25,0.0,6.25,14.0
2012,M Kartik,26,21,2,4,1,1,1,123.80952380952381,9.523809523809524,19.047619047619047,4.761904761904762,4.761904761904762,26.0
2012,M Manhas,120,99,14,32,4,4,10,121.21212121212122,14.14141414141414,32.323232323232325,4.040404040404041,10.1010101010101,30.0
2012,M Morkel,3,5,0,2,1,0,0,60.0,0.0,40.0,0.0,0.0,3.0
2012,M Muralitharan,6,9,0,6,2,0,0,66.66666666666666,0.0,66.66666666666666,0.0,0.0,3.0
2012,M Vijay,336,273,49,116,14,10,39,123.07692307692308,17.94871794871795,42.49084249084249,3.6630036630036633,14.285714285714285,24.0
2012,MA Agarwal,225,164,34,68,11,15,19,137.19512195121953,20.73170731707317,41.46341463414634,9.146341463414634,11.585365853658537,20.454545454545453
2012,MD Mishra,4,4,1,3,1,0,1,100.0,25.0,75.0,0.0,25.0,4.0
2012,MEK Hussey,261,241,36,108,8,8,28,108.29875518672199,14.937759336099585,44.81327800829876,3.319502074688797,11.618257261410788,32.625
2012,MJ Clarke,98,96,12,38,6,0,12,102.08333333333333,12.5,39.58333333333333,0.0,12.5,16.333333333333332
2012,MK Pandey,143,115,18,43,7,6,12,124.34782608695652,15.65217391304348,37.391304347826086,5.217391304347826,10.434782608695652,20.428571428571427
2012,MK Tiwary,260,251,24,84,10,3,21,103.58565737051792,9.56175298804781,33.46613545816733,1.1952191235059761,8.366533864541832,26.0
2012,MM Patel,2,7,0,5,0,0,0,28.57142857142857,0.0,71.42857142857143,0.0,0.0,
2012,MN Samuels,124,124,12,45,7,5,7,100.0,9.67741935483871,36.29032258064516,4.032258064516129,5.64516129032258,17.714285714285715
2012,MS Bisla,213,171,26,53,7,10,16,124.56140350877195,15.204678362573098,30.994152046783626,5.847953216374268,9.35672514619883,30.428571428571427
2012,MS Dhoni,358,283,35,78,11,9,26,126.50176678445231,12.36749116607774,27.56183745583039,3.180212014134275,9.187279151943462,32.54545454545455
2012,MS Gony,4,8,0,4,1,0,0,50.0,0.0,50.0,0.0,0.0,4.0
2012,Mandeep Singh,432,349,60,128,18,7,53,123.78223495702005,17.191977077363894,36.67621776504298,2.005730659025788,15.18624641833811,24.0
2012,N Saini,140,143,16,63,11,0,16,97.9020979020979,11.188811188811188,44.05594405594406,0.0,11.188811188811188,12.727272727272727
2012,NLTC Perera,4,12,0,5,1,0,0,33.33333333333333,0.0,41.66666666666667,0.0,0.0,4.0
2012,NV Ojha,255,230,34,106,11,13,21,110.86956521739131,14.782608695652174,46.08695652173913,5.6521739130434785,9.130434782608695,23.181818181818183
2012,OA Shah,340,269,40,84,7,16,24,126.39405204460968,14.869888475836431,31.226765799256505,5.947955390334572,8.921933085501859,48.57142857142857
2012,P Awana,4,5,0,1,0,0,0,80.0,0.0,20.0,0.0,0.0,
2012,P Dogra,15,25,0,11,5,0,0,60.0,0.0,44.0,0.0,0.0,3.0
2012,P Kumar,35,32,3,11,2,1,2,109.375,9.375,34.375,3.125,6.25,17.5
2012,P Negi,36,30,5,11,2,1,4,120.0,16.666666666666664,36.666666666666664,3.3333333333333335,13.333333333333334,18.0
2012,P Parameswaran,0,2,0,1,0,0,0,0.0,0.0,50.0,0.0,0.0,
2012,PA Patel,194,166,23,53,12,4,19,116.86746987951808,13.855421686746988,31.92771084337349,2.4096385542168677,11.44578313253012,16.166666666666668
2012,PA Reddy,73,63,8,21,3,2,6,115.87301587301589,12.698412698412698,33.33333333333333,3.1746031746031744,9.523809523809524,24.333333333333332
2012,PC Valthaty,30,52,4,34,6,0,4,57.692307692307686,7.6923076923076925,65.38461538461539,0.0,7.6923076923076925,5.0
2012,PP Chawla,106,88,13,32,8,4,9,120.45454545454545,14.772727272727273,36.36363636363637,4.545454545454546,10.227272727272728,13.25
2012,PP Ojha,4,14,0,9,1,0,0,28.57142857142857,0.0,64.28571428571429,0.0,0.0,4.0
2012,R Ashwin,18,15,2,4,3,0,2,120.0,13.333333333333334,26.666666666666668,0.0,13.333333333333334,6.0
2012,R Bhatia,35,30,4,7,3,0,4,116.66666666666667,13.333333333333334,23.333333333333332,0.0,13.333333333333334,11.666666666666666
2012,R Dravid,462,424,67,179,16,4,63,108.96226415094338,15.80188679245283,42.21698113207547,0.9433962264150944,14.858490566037736,28.875
2012,R Sharma,2,11,0,8,3,0,0,18.181818181818183,0.0,72.72727272727273,0.0,0.0,0.6666666666666666
2012,R Vinay Kumar,68,65,5,19,5,2,3,104.61538461538463,7.6923076923076925,29.230769230769234,3.076923076923077,4.615384615384616,13.6
2012,RA Jadeja,191,153,22,49,12,9,13,124.83660130718954,14.37908496732026,32.02614379084967,5.88235294117647,8.49673202614379,15.916666666666666
2012,RE Levi,83,74,14,36,6,4,10,112.16216216216218,18.91891891891892,48.64864864864865,5.405405405405405,13.513513513513514,13.833333333333334
2012,RG Sharma,433,350,57,125,14,18,39,123.71428571428571,16.28571428571429,35.714285714285715,5.142857142857142,11.142857142857142,30.928571428571427
2012,RJ Harris,18,11,2,3,1,1,1,163.63636363636365,18.181818181818183,27.27272727272727,9.090909090909092,9.090909090909092,18.0
2012,RJ Peterson,32,32,4,11,3,1,3,100.0,12.5,34.375,3.125,9.375,10.666666666666666
2012,RN ten Doeschate,21,21,2,8,2,1,1,100.0,9.523809523809524,38.095238095238095,4.761904761904762,4.761904761904762,10.5
2012,RP Singh,6,12,0,6,2,0,0,50.0,0.0,50.0,0.0,0.0,3.0
2012,RR Bhatkal,0,2,0,2,2,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2012,RV Uthappa,405,357,48,126,14,10,38,113.4453781512605,13.445378151260504,35.294117647058826,2.801120448179272,10.644257703081232,28.928571428571427
2012,S Anirudha,19,9,3,0,0,2,1,211.11111111111111,33.33333333333333,0.0,22.22222222222222,11.11111111111111,
2012,S Aravind,14,8,3,3,0,0,3,175.0,37.5,37.5,0.0,37.5,
2012,S Badrinath,196,188,25,74,8,2,23,104.25531914893618,13.297872340425531,39.361702127659576,1.0638297872340425,12.23404255319149,24.5
2012,S Dhawan,569,448,76,159,13,18,58,127.00892857142858,16.964285714285715,35.49107142857143,4.017857142857143,12.946428571428573,43.76923076923077
2012,S Nadeem,0,2,0,2,2,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2012,SA Yadav,0,4,0,4,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2012,SB Jakati,7,12,0,5,0,0,0,58.333333333333336,0.0,41.66666666666667,0.0,0.0,
2012,SC Ganguly,268,288,34,116,14,4,30,93.05555555555556,11.805555555555555,40.27777777777778,1.3888888888888888,10.416666666666668,19.142857142857142
2012,SD Chitnis,66,64,8,25,3,1,7,103.125,12.5,39.0625,1.5625,10.9375,22.0
2012,SE Marsh,336,288,46,108,10,7,39,116.66666666666667,15.972222222222221,37.5,2.430555555555556,13.541666666666666,33.6
2012,SK Raina,441,335,55,109,17,19,36,131.6417910447761,16.417910447761194,32.537313432835816,5.6716417910447765,10.746268656716417,25.941176470588236
2012,SK Trivedi,5,6,0,3,0,0,0,83.33333333333334,0.0,50.0,0.0,0.0,
2012,SL Malinga,55,55,7,23,5,3,4,100.0,12.727272727272727,41.81818181818181,5.454545454545454,7.2727272727272725,11.0
2012,SP Goswami,69,69,5,19,6,1,4,100.0,7.246376811594203,27.536231884057973,1.4492753623188406,5.797101449275362,11.5
2012,SP Narine,9,8,2,4,1,0,2,112.5,25.0,50.0,0.0,25.0,9.0
2012,SPD Smith,362,272,38,64,10,14,24,133.08823529411765,13.970588235294118,23.52941176470588,5.147058823529411,8.823529411764707,36.2
2012,SR Tendulkar,324,297,43,111,12,4,39,109.09090909090908,14.47811447811448,37.37373737373738,1.3468013468013467,13.131313131313133,27.0
2012,SR Watson,255,171,40,65,6,14,26,149.12280701754386,23.391812865497073,38.01169590643275,8.187134502923977,15.204678362573098,42.5
2012,SS Tiwary,191,173,17,58,9,8,9,110.40462427745665,9.826589595375722,33.52601156069364,4.624277456647398,5.202312138728324,21.22222222222222
2012,STR Binny,90,70,12,24,4,3,9,128.57142857142858,17.142857142857142,34.285714285714285,4.285714285714286,12.857142857142856,22.5
2012,Shakib Al Hasan,91,77,9,19,6,3,6,118.18181818181819,11.688311688311687,24.675324675324674,3.896103896103896,7.792207792207792,15.166666666666666
2012,Sunny Gupta,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2012,TL Suman,15,19,2,11,2,1,1,78.94736842105263,10.526315789473683,57.89473684210527,5.263157894736842,5.263157894736842,7.5
2012,TM Dilshan,285,274,38,105,8,5,33,104.01459854014598,13.86861313868613,38.32116788321168,1.824817518248175,12.043795620437956,35.625
2012,UBT Chand,36,35,5,20,2,3,2,102.85714285714285,14.285714285714285,57.14285714285714,8.571428571428571,5.714285714285714,18.0
2012,UT Yadav,2,7,0,5,2,0,0,28.57142857142857,0.0,71.42857142857143,0.0,0.0,1.0
2012,V Kohli,364,333,43,126,12,10,33,109.30930930930931,12.912912912912914,37.83783783783784,3.003003003003003,9.90990990990991,30.333333333333332
2012,V Pratap Singh,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2012,V Sehwag,495,317,76,89,16,19,57,156.15141955835963,23.974763406940063,28.075709779179807,5.993690851735016,17.981072555205046,30.9375
2012,VR Aaron,1,3,0,2,1,0,0,33.33333333333333,0.0,66.66666666666666,0.0,0.0,1.0
2012,WD Parnell,19,29,2,12,4,0,2,65.51724137931035,6.896551724137931,41.37931034482759,0.0,6.896551724137931,4.75
2012,WP Saha,6,14,0,7,1,0,0,42.857142857142854,0.0,50.0,0.0,0.0,6.0
2012,Y Nagar,153,134,16,41,5,3,13,114.17910447761194,11.940298507462686,30.597014925373134,2.2388059701492535,9.701492537313433,30.6
2012,Y Venugopal Rao,132,129,13,47,5,5,8,102.32558139534885,10.077519379844961,36.434108527131784,3.875968992248062,6.2015503875969,26.4
2012,YK Pathan,194,179,17,50,11,7,10,108.37988826815644,9.497206703910614,27.932960893854748,3.910614525139665,5.58659217877095,17.636363636363637
2012,Z Khan,12,17,1,9,2,0,1,70.58823529411765,5.88235294117647,52.94117647058824,0.0,5.88235294117647,6.0
2013,A Ashish Reddy,125,90,13,24,6,5,8,138.88888888888889,14.444444444444443,26.666666666666668,5.555555555555555,8.88888888888889,20.833333333333332
2013,A Chandila,4,6,0,2,0,0,0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,
2013,A Mishra,89,103,9,40,3,0,9,86.40776699029125,8.737864077669903,38.83495145631068,0.0,8.737864077669903,29.666666666666668
2013,A Mithun,2,2,0,1,1,0,0,100.0,0.0,50.0,0.0,0.0,2.0
2013,A Mukund,19,22,1,7,1,0,1,86.36363636363636,4.545454545454546,31.818181818181817,0.0,4.545454545454546,19.0
2013,A Nehra,1,8,0,7,4,0,0,12.5,0.0,87.5,0.0,0.0,0.25
2013,AB Agarkar,12,16,0,5,1,0,0,75.0,0.0,31.25,0.0,0.0,12.0
2013,AB Dinda,9,11,1,5,2,0,1,81.81818181818183,9.090909090909092,45.45454545454545,0.0,9.090909090909092,4.5
2013,AB McDonald,0,2,0,2,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2013,AB de Villiers,373,226,51,56,10,17,34,165.04424778761063,22.566371681415927,24.778761061946902,7.52212389380531,15.04424778761062,37.3
2013,AC Gilchrist,294,234,47,96,12,6,41,125.64102564102564,20.085470085470085,41.02564102564102,2.564102564102564,17.52136752136752,24.5
2013,AD Mascarenhas,5,5,0,1,0,0,0,100.0,0.0,20.0,0.0,0.0,
2013,AD Mathews,172,141,15,43,8,10,5,121.98581560283688,10.638297872340425,30.49645390070922,7.092198581560284,3.546099290780142,21.5
2013,AD Russell,11,15,0,6,2,0,0,73.33333333333333,0.0,40.0,0.0,0.0,5.5
2013,AG Murtaza,5,4,1,2,1,0,1,125.0,25.0,50.0,0.0,25.0,5.0
2013,AJ Finch,456,344,70,137,14,16,54,132.5581395348837,20.348837209302324,39.825581395348834,4.651162790697675,15.69767441860465,32.57142857142857
2013,AL Menaria,1,2,0,1,1,0,0,50.0,0.0,50.0,0.0,0.0,1.0
2013,AM Nayar,66,74,5,25,7,0,5,89.1891891891892,6.756756756756757,33.78378378378378,0.0,6.756756756756757,9.428571428571429
2013,AM Rahane,488,472,53,176,15,11,42,103.38983050847457,11.228813559322035,37.28813559322034,2.330508474576271,8.898305084745763,32.53333333333333
2013,AP Tare,123,84,19,34,5,5,14,146.42857142857142,22.61904761904762,40.476190476190474,5.952380952380952,16.666666666666664,24.6
2013,AS Rajpoot,2,6,0,5,0,0,0,33.33333333333333,0.0,83.33333333333334,0.0,0.0,
2013,AT Rayudu,265,235,26,67,13,4,22,112.7659574468085,11.063829787234042,28.510638297872344,1.702127659574468,9.361702127659575,20.384615384615383
2013,Azhar Mahmood,196,158,27,52,10,5,22,124.0506329113924,17.088607594936708,32.91139240506329,3.1645569620253164,13.924050632911392,19.6
2013,B Chipli,16,19,2,8,1,1,1,84.21052631578947,10.526315789473683,42.10526315789473,5.263157894736842,5.263157894736842,16.0
2013,B Kumar,52,72,4,39,7,1,3,72.22222222222221,5.555555555555555,54.166666666666664,1.3888888888888888,4.166666666666666,7.428571428571429
2013,B Laughlin,4,9,0,5,1,0,0,44.44444444444444,0.0,55.55555555555556,0.0,0.0,4.0
2013,B Lee,21,12,3,5,1,2,1,175.0,25.0,41.66666666666667,16.666666666666664,8.333333333333332,21.0
2013,BAW Mendis,2,4,0,2,1,0,0,50.0,0.0,50.0,0.0,0.0,2.0
2013,BB McCullum,6,7,1,4,1,0,1,85.71428571428571,14.285714285714285,57.14285714285714,0.0,14.285714285714285,6.0
2013,BB Samantray,123,114,15,42,5,2,13,107.89473684210526,13.157894736842104,36.84210526315789,1.7543859649122806,11.403508771929824,24.6
2013,BJ Hodge,293,224,36,65,8,9,27,130.80357142857142,16.071428571428573,29.017857142857146,4.017857142857143,12.053571428571429,36.625
2013,BJ Rohrer,193,146,26,48,7,5,21,132.1917808219178,17.80821917808219,32.87671232876712,3.4246575342465753,14.383561643835616,27.571428571428573
2013,BMAJ Mendis,23,27,0,8,3,0,0,85.18518518518519,0.0,29.629629629629626,0.0,0.0,7.666666666666667
2013,CA Pujara,92,100,14,51,4,0,14,92.0,14.000000000000002,51.0,0.0,14.000000000000002,23.0
2013,CH Gayle,720,484,109,176,12,52,57,148.7603305785124,22.520661157024794,36.36363636363637,10.743801652892563,11.776859504132231,60.0
2013,CH Morris,14,17,0,6,2,0,0,82.35294117647058,0.0,35.294117647058826,0.0,0.0,7.0
2013,CL White,226,200,27,75,12,9,18,112.99999999999999,13.5,37.5,4.5,9.0,18.833333333333332
2013,CM Gautam,44,37,5,11,2,1,4,118.91891891891892,13.513513513513514,29.72972972972973,2.7027027027027026,10.81081081081081,22.0
2013,DA Miller,418,257,52,59,8,24,28,162.64591439688715,20.233463035019454,22.957198443579767,9.33852140077821,10.894941634241246,52.25
2013,DA Warner,410,333,55,120,14,14,41,123.12312312312312,16.516516516516518,36.03603603603604,4.2042042042042045,12.312312312312311,29.285714285714285
2013,DB Das,75,76,10,37,5,5,5,98.68421052631578,13.157894736842104,48.68421052631579,6.578947368421052,6.578947368421052,15.0
2013,DB Ravi Teja,14,18,0,3,1,0,0,77.77777777777779,0.0,16.666666666666664,0.0,0.0,14.0
2013,DH Yagnik,125,99,19,34,7,2,17,126.26262626262626,19.19191919191919,34.34343434343434,2.0202020202020203,17.17171717171717,17.857142857142858
2013,DJ Bravo,121,112,14,43,8,3,11,108.03571428571428,12.5,38.392857142857146,2.6785714285714284,9.821428571428571,15.125
2013,DJ Hussey,235,210,26,76,11,6,20,111.90476190476191,12.380952380952381,36.19047619047619,2.857142857142857,9.523809523809524,21.363636363636363
2013,DJG Sammy,174,136,21,47,6,10,11,127.94117647058823,15.441176470588236,34.55882352941176,7.352941176470589,8.088235294117647,29.0
2013,DPMD Jayawardene,331,322,45,145,14,6,39,102.79503105590062,13.975155279503104,45.03105590062112,1.8633540372670807,12.111801242236025,23.642857142857142
2013,DR Smith,418,351,59,153,13,19,40,119.0883190883191,16.80911680911681,43.58974358974359,5.413105413105413,11.396011396011396,32.15384615384615
2013,DT Christian,6,16,0,10,2,0,0,37.5,0.0,62.5,0.0,0.0,3.0
2013,DW Steyn,53,37,7,13,2,2,5,143.24324324324326,18.91891891891892,35.13513513513514,5.405405405405405,13.513513513513514,26.5
2013,EJG Morgan,307,250,41,90,10,13,28,122.8,16.400000000000002,36.0,5.2,11.200000000000001,30.7
2013,G Gambhir,406,354,56,134,15,5,51,114.68926553672316,15.819209039548024,37.85310734463277,1.4124293785310735,14.40677966101695,27.066666666666666
2013,GH Vihari,241,287,18,114,14,1,17,83.97212543554006,6.2717770034843205,39.721254355400696,0.34843205574912894,5.923344947735192,17.214285714285715
2013,GJ Maxwell,36,27,5,15,2,4,1,133.33333333333331,18.51851851851852,55.55555555555556,14.814814814814813,3.7037037037037033,18.0
2013,Gurkeerat Singh,108,98,13,35,9,3,10,110.20408163265304,13.26530612244898,35.714285714285715,3.061224489795918,10.204081632653061,12.0
2013,Harbhajan Singh,116,82,17,27,5,5,12,141.46341463414635,20.73170731707317,32.926829268292686,6.097560975609756,14.634146341463413,23.2
2013,Harmeet Singh,3,4,0,2,0,0,0,75.0,0.0,50.0,0.0,0.0,
2013,IC Pandey,0,2,0,2,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2013,IK Pathan,153,159,14,60,8,4,10,96.22641509433963,8.80503144654088,37.735849056603776,2.515723270440252,6.289308176100629,19.125
2013,Iqbal Abdulla,8,14,0,5,0,0,0,57.14285714285714,0.0,35.714285714285715,0.0,0.0,
2013,J Botha,43,52,6,33,6,1,5,82.6923076923077,11.538461538461538,63.46153846153846,1.9230769230769231,9.615384615384617,7.166666666666667
2013,J Syed Mohammad,10,13,1,7,2,0,1,76.92307692307693,7.6923076923076925,53.84615384615385,0.0,7.6923076923076925,5.0
2013,JA Morkel,46,37,5,14,3,3,2,124.32432432432432,13.513513513513514,37.83783783783784,8.108108108108109,5.405405405405405,15.333333333333334
2013,JD Unadkat,2,2,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,
2013,JH Kallis,311,327,38,144,15,3,35,95.10703363914374,11.62079510703364,44.03669724770643,0.9174311926605505,10.703363914373089,20.733333333333334
2013,JP Faulkner,57,57,7,28,5,2,5,100.0,12.280701754385964,49.122807017543856,3.508771929824561,8.771929824561402,11.4
2013,K Upadhyay,1,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,
2013,KA Pollard,420,290,56,95,11,29,27,144.82758620689654,19.310344827586206,32.758620689655174,10.0,9.310344827586208,38.18181818181818
2013,KB Arun Karthik,41,40,4,13,3,1,3,102.49999999999999,10.0,32.5,2.5,7.5,13.666666666666666
2013,KC Sangakkara,120,137,13,59,9,0,13,87.59124087591242,9.48905109489051,43.06569343065693,0.0,9.48905109489051,13.333333333333334
2013,KD Karthik,510,422,68,152,20,14,54,120.85308056872037,16.113744075829384,36.018957345971565,3.3175355450236967,12.796208530805686,25.5
2013,KK Cooper,39,22,6,9,4,2,4,177.27272727272728,27.27272727272727,40.909090909090914,9.090909090909092,18.181818181818183,9.75
2013,KK Nair,9,12,0,8,2,0,0,75.0,0.0,66.66666666666666,0.0,0.0,4.5
2013,KL Rahul,20,16,4,9,2,0,4,125.0,25.0,56.25,0.0,25.0,10.0
2013,KM Jadhav,152,127,13,34,8,5,8,119.68503937007875,10.236220472440944,26.77165354330709,3.937007874015748,6.299212598425196,19.0
2013,KV Sharma,85,89,8,37,5,2,6,95.50561797752809,8.98876404494382,41.57303370786517,2.247191011235955,6.741573033707865,17.0
2013,KW Richardson,34,36,3,16,2,1,2,94.44444444444444,8.333333333333332,44.44444444444444,2.7777777777777777,5.555555555555555,17.0
2013,L Balaji,9,10,1,5,1,0,1,90.0,10.0,50.0,0.0,10.0,9.0
2013,LA Pomersbach,58,60,6,28,3,1,5,96.66666666666667,10.0,46.666666666666664,1.6666666666666667,8.333333333333332,19.333333333333332
2013,LJ Wright,106,63,19,19,4,3,16,168.25396825396825,30.158730158730158,30.158730158730158,4.761904761904762,25.396825396825395,26.5
2013,LR Shukla,3,13,0,9,2,0,0,23.076923076923077,0.0,69.23076923076923,0.0,0.0,1.5
2013,LRPL Taylor,63,77,3,33,4,1,2,81.81818181818183,3.896103896103896,42.857142857142854,1.2987012987012987,2.5974025974025974,15.75
2013,M Kartik,2,3,0,1,1,0,0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,2.0
2013,M Manhas,13,17,1,8,0,0,1,76.47058823529412,5.88235294117647,47.05882352941176,0.0,5.88235294117647,
2013,M Morkel,57,30,9,7,5,3,6,190.0,30.0,23.333333333333332,10.0,20.0,11.4
2013,M Rawat,5,11,0,6,1,0,0,45.45454545454545,0.0,54.54545454545454,0.0,0.0,5.0
2013,M Vijay,312,293,35,125,12,8,27,106.48464163822527,11.945392491467576,42.66211604095563,2.7303754266211606,9.215017064846416,26.0
2013,M Vohra,161,117,24,43,7,2,22,137.60683760683762,20.51282051282051,36.75213675213676,1.7094017094017095,18.803418803418804,23.0
2013,MA Agarwal,67,64,9,31,5,3,6,104.6875,14.0625,48.4375,4.6875,9.375,13.4
2013,MC Henriques,165,127,23,43,4,3,20,129.92125984251967,18.11023622047244,33.85826771653544,2.3622047244094486,15.748031496062993,41.25
2013,MC Juneja,125,134,12,45,7,1,11,93.28358208955224,8.955223880597014,33.582089552238806,0.7462686567164178,8.208955223880597,17.857142857142858
2013,MDKJ Perera,14,13,3,7,2,0,3,107.6923076923077,23.076923076923077,53.84615384615385,0.0,23.076923076923077,7.0
2013,MEK Hussey,733,580,98,191,15,17,81,126.37931034482759,16.896551724137932,32.93103448275862,2.9310344827586206,13.96551724137931,48.86666666666667
2013,MG Johnson,39,37,4,15,4,2,2,105.40540540540539,10.81081081081081,40.54054054054054,5.405405405405405,5.405405405405405,9.75
2013,MK Pandey,136,139,14,55,6,3,11,97.84172661870504,10.071942446043165,39.568345323741006,2.158273381294964,7.913669064748201,22.666666666666668
2013,MK Tiwary,146,142,13,51,8,1,12,102.8169014084507,9.15492957746479,35.91549295774648,0.7042253521126761,8.450704225352112,18.25
2013,MM Sharma,0,5,0,5,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2013,MN Samuels,8,18,1,13,2,0,1,44.44444444444444,5.555555555555555,72.22222222222221,0.0,5.555555555555555,4.0
2013,MR Marsh,140,109,16,37,7,10,6,128.44036697247708,14.678899082568808,33.94495412844037,9.174311926605505,5.5045871559633035,20.0
2013,MS Bisla,255,248,42,116,14,6,36,102.8225806451613,16.93548387096774,46.774193548387096,2.4193548387096775,14.516129032258066,18.214285714285715
2013,MS Dhoni,461,298,57,76,12,25,32,154.6979865771812,19.12751677852349,25.503355704697988,8.389261744966444,10.738255033557047,38.416666666666664
2013,MS Gony,45,27,7,10,3,3,4,166.66666666666669,25.925925925925924,37.03703703703704,11.11111111111111,14.814814814814813,15.0
2013,Mandeep Singh,260,228,36,84,12,0,36,114.03508771929825,15.789473684210526,36.84210526315789,0.0,15.789473684210526,21.666666666666668
2013,Mohammed Shami,5,10,0,6,1,0,0,50.0,0.0,60.0,0.0,0.0,5.0
2013,NLTC Perera,235,173,26,47,12,14,12,135.83815028901734,15.028901734104046,27.167630057803464,8.092485549132949,6.9364161849710975,19.583333333333332
2013,NM Coulter-Nile,9,6,1,2,1,1,0,150.0,16.666666666666664,33.33333333333333,16.666666666666664,0.0,9.0
2013,NV Ojha,9,10,1,4,1,0,1,90.0,10.0,40.0,0.0,10.0,9.0
2013,OA Shah,25,24,2,5,2,0,2,104.16666666666667,8.333333333333332,20.833333333333336,0.0,8.333333333333332,12.5
2013,P Awana,1,9,0,8,3,0,0,11.11111111111111,0.0,88.88888888888889,0.0,0.0,0.3333333333333333
2013,P Dogra,5,8,0,3,1,0,0,62.5,0.0,37.5,0.0,0.0,5.0
2013,P Kumar,47,41,6,18,5,3,3,114.6341463414634,14.634146341463413,43.90243902439025,7.317073170731707,7.317073170731707,9.4
2013,PA Patel,294,261,41,101,13,4,37,112.64367816091954,15.708812260536398,38.69731800766284,1.532567049808429,14.17624521072797,22.615384615384617
2013,PA Reddy,91,104,9,44,7,0,9,87.5,8.653846153846153,42.30769230769231,0.0,8.653846153846153,13.0
2013,PC Valthaty,6,17,0,11,1,0,0,35.294117647058826,0.0,64.70588235294117,0.0,0.0,6.0
2013,PJ Sangwan,4,2,1,1,0,0,1,200.0,50.0,50.0,0.0,50.0,
2013,PP Chawla,64,60,8,23,6,3,5,106.66666666666667,13.333333333333334,38.333333333333336,5.0,8.333333333333332,10.666666666666666
2013,PP Ojha,2,4,0,2,1,0,0,50.0,0.0,50.0,0.0,0.0,2.0
2013,PV Tambe,3,6,0,2,0,0,0,50.0,0.0,33.33333333333333,0.0,0.0,
2013,Parvez Rasool,5,9,0,3,1,0,0,55.55555555555556,0.0,33.33333333333333,0.0,0.0,5.0
