year,batter,runs_scored,balls_faced,boundaries,dot_balls,wickets,sixes,fours,strike_rate,boundary_percentage,dot_ball_percentage,six_percentage,four_percentage,average
2016,R Ashwin,41,38,4,14,2,1,3,107.89473684210526,10.526315789473683,36.84210526315789,2.631578947368421,7.894736842105263,20.5
2016,R Bhatia,34,20,3,3,1,2,1,170.0,15.0,15.0,10.0,5.0,34.0
2016,R Dhawan,14,6,1,0,0,1,0,233.33333333333334,16.666666666666664,0.0,16.666666666666664,0.0,
2016,R Sathish,24,24,2,9,3,1,1,100.0,8.333333333333332,37.5,4.166666666666666,4.166666666666666,8.0
2016,R Vinay Kumar,13,12,1,5,1,1,0,108.33333333333333,8.333333333333332,41.66666666666667,8.333333333333332,0.0,13.0
2016,RA Jadeja,191,189,18,62,10,4,14,101.05820105820106,9.523809523809524,32.804232804232804,2.1164021164021163,7.4074074074074066,19.1
2016,RG Sharma,489,372,66,127,12,17,49,131.4516129032258,17.741935483870968,34.13978494623656,4.56989247311828,13.172043010752688,40.75
2016,RR Pant,198,155,25,55,7,6,19,127.74193548387096,16.129032258064516,35.483870967741936,3.870967741935484,12.258064516129032,28.285714285714285
2016,RV Uthappa,394,300,53,89,16,8,45,131.33333333333331,17.666666666666668,29.666666666666668,2.666666666666667,15.0,24.625
2016,S Dhawan,501,438,59,158,13,8,51,114.3835616438356,13.470319634703195,36.07305936073059,1.82648401826484,11.643835616438356,38.53846153846154
2016,S Gopal,2,16,0,14,1,0,0,12.5,0.0,87.5,0.0,0.0,2.0
2016,S Kaushik,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2016,S Nadeem,1,5,0,3,0,0,0,20.0,0.0,60.0,0.0,0.0,
2016,SA Yadav,182,148,23,47,7,5,18,122.97297297297298,15.54054054054054,31.756756756756754,3.3783783783783785,12.162162162162163,26.0
2016,SB Jakati,1,2,0,1,0,0,0,50.0,0.0,50.0,0.0,0.0,
2016,SE Marsh,159,134,17,41,6,4,13,118.65671641791045,12.686567164179104,30.597014925373134,2.9850746268656714,9.701492537313433,26.5
2016,SK Raina,399,321,49,97,15,10,39,124.29906542056075,15.264797507788161,30.218068535825545,3.115264797507788,12.149532710280374,26.6
2016,SN Khan,66,31,11,8,2,4,7,212.9032258064516,35.483870967741936,25.806451612903224,12.903225806451612,22.58064516129032,33.0
2016,SP Narine,7,14,0,7,0,0,0,50.0,0.0,50.0,0.0,0.0,
2016,SPD Smith,270,184,35,48,6,8,27,146.73913043478262,19.021739130434785,26.08695652173913,4.3478260869565215,14.673913043478262,45.0
2016,SR Watson,179,135,26,60,13,12,14,132.5925925925926,19.25925925925926,44.44444444444444,8.88888888888889,10.37037037037037,13.76923076923077
2016,SS Iyer,30,46,3,24,6,1,2,65.21739130434783,6.521739130434782,52.17391304347826,2.1739130434782608,4.3478260869565215,5.0
2016,SS Tiwary,170,149,21,51,6,4,17,114.09395973154362,14.093959731543624,34.22818791946309,2.684563758389262,11.409395973154362,28.333333333333332
2016,STR Binny,63,41,9,14,4,4,5,153.65853658536585,21.951219512195124,34.146341463414636,9.75609756097561,12.195121951219512,15.75
2016,SV Samson,291,265,28,88,10,8,20,109.81132075471697,10.566037735849058,33.20754716981132,3.018867924528302,7.547169811320755,29.1
2016,SW Billings,88,66,8,15,4,4,4,133.33333333333331,12.121212121212121,22.727272727272727,6.0606060606060606,6.0606060606060606,22.0
2016,Sachin Baby,119,82,14,22,5,5,9,145.1219512195122,17.073170731707318,26.82926829268293,6.097560975609756,10.975609756097562,23.8
2016,Sandeep Sharma,8,9,0,1,0,0,0,88.88888888888889,0.0,11.11111111111111,0.0,0.0,
2016,Shakib Al Hasan,114,108,12,40,5,5,7,105.55555555555556,11.11111111111111,37.03703703703704,4.62962962962963,6.481481481481481,22.8
2016,Swapnil Singh,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2016,TG Southee,30,20,3,4,3,2,1,150.0,15.0,20.0,10.0,5.0,10.0
2016,TM Head,54,42,5,12,2,2,3,128.57142857142858,11.904761904761903,28.57142857142857,4.761904761904762,7.142857142857142,27.0
2016,UBT Chand,0,5,0,4,1,0,0,0.0,0.0,80.0,0.0,0.0,0.0
2016,UT Khawaja,127,105,17,36,5,3,14,120.95238095238095,16.19047619047619,34.285714285714285,2.857142857142857,13.333333333333334,25.4
2016,UT Yadav,9,6,1,1,2,1,0,150.0,16.666666666666664,16.666666666666664,16.666666666666664,0.0,4.5
2016,V Kohli,973,655,122,165,12,38,84,148.54961832061068,18.62595419847328,25.190839694656486,5.801526717557252,12.82442748091603,81.08333333333333
2016,WP Saha,270,214,30,60,11,1,29,126.16822429906543,14.018691588785046,28.037383177570092,0.46728971962616817,13.551401869158877,24.545454545454547
2016,YK Pathan,361,256,46,60,7,13,33,141.015625,17.96875,23.4375,5.078125,12.890625,51.57142857142857
2016,Yuvraj Singh,236,183,35,78,10,13,22,128.96174863387978,19.12568306010929,42.62295081967213,7.103825136612022,12.021857923497267,23.6
2016,Z Khan,6,13,1,10,2,0,1,46.15384615384615,7.6923076923076925,76.92307692307693,0.0,7.6923076923076925,3.0
2017,A Choudhary,25,20,2,4,2,1,1,125.0,10.0,20.0,5.0,5.0,12.5
2017,A Mishra,49,56,4,20,1,2,2,87.5,7.142857142857142,35.714285714285715,3.571428571428571,3.571428571428571,49.0
2017,A Zampa,5,7,1,5,1,0,1,71.42857142857143,14.285714285714285,71.42857142857143,0.0,14.285714285714285,5.0
2017,AB Dinda,7,8,1,3,1,0,1,87.5,12.5,37.5,0.0,12.5,7.0
2017,AB de Villiers,216,171,28,63,7,16,12,126.3157894736842,16.374269005847953,36.84210526315789,9.35672514619883,7.017543859649122,30.857142857142858
2017,AD Mathews,32,28,3,9,2,1,2,114.28571428571428,10.714285714285714,32.142857142857146,3.571428571428571,7.142857142857142,16.0
2017,AD Nath,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2017,AF Milne,7,12,0,6,3,0,0,58.333333333333336,0.0,50.0,0.0,0.0,2.3333333333333335
2017,AJ Finch,300,190,44,59,12,19,25,157.89473684210526,23.157894736842106,31.05263157894737,10.0,13.157894736842104,25.0
2017,AJ Tye,53,30,7,6,1,3,4,176.66666666666666,23.333333333333332,20.0,10.0,13.333333333333334,53.0
2017,AM Rahane,382,328,44,113,15,9,35,116.46341463414633,13.414634146341465,34.45121951219512,2.7439024390243905,10.670731707317072,25.466666666666665
2017,AP Tare,18,25,3,14,3,0,3,72.0,12.0,56.00000000000001,0.0,12.0,6.0
2017,AR Bawne,12,12,1,4,0,0,1,100.0,8.333333333333332,33.33333333333333,0.0,8.333333333333332,
2017,AR Patel,227,171,22,43,8,11,11,132.7485380116959,12.865497076023392,25.146198830409354,6.432748538011696,6.432748538011696,28.375
2017,AS Rajpoot,4,7,1,6,1,0,1,57.14285714285714,14.285714285714285,85.71428571428571,0.0,14.285714285714285,4.0
2017,AT Rayudu,91,80,10,27,6,3,7,113.75,12.5,33.75,3.75,8.75,15.166666666666666
2017,Ankit Sharma,25,16,3,3,1,1,2,156.25,18.75,18.75,6.25,12.5,25.0
2017,Ankit Soni,7,9,1,5,2,1,0,77.77777777777779,11.11111111111111,55.55555555555556,11.11111111111111,0.0,3.5
2017,Anureet Singh,15,12,2,3,1,0,2,125.0,16.666666666666664,25.0,0.0,16.666666666666664,15.0
2017,B Kumar,4,4,0,1,1,0,0,100.0,0.0,25.0,0.0,0.0,4.0
2017,BA Stokes,316,227,37,62,11,15,22,139.20704845814979,16.299559471365637,27.312775330396477,6.607929515418502,9.691629955947137,28.727272727272727
2017,BB McCullum,320,227,47,78,11,18,29,140.96916299559473,20.704845814977972,34.36123348017621,7.929515418502203,12.77533039647577,29.09090909090909
2017,BCJ Cutting,51,27,8,6,2,3,5,188.88888888888889,29.629629629629626,22.22222222222222,11.11111111111111,18.51851851851852,25.5
2017,Basil Thampi,28,30,2,9,1,1,1,93.33333333333333,6.666666666666667,30.0,3.3333333333333335,3.3333333333333335,28.0
2017,Bipul Sharma,31,25,3,8,1,1,2,124.0,12.0,32.0,4.0,8.0,31.0
2017,C de Grandhomme,126,92,16,28,8,6,10,136.95652173913044,17.391304347826086,30.434782608695656,6.521739130434782,10.869565217391305,15.75
2017,CA Lynn,295,175,44,48,6,19,25,168.57142857142858,25.142857142857146,27.42857142857143,10.857142857142858,14.285714285714285,49.166666666666664
2017,CH Gayle,200,172,29,75,9,14,15,116.27906976744187,16.86046511627907,43.604651162790695,8.13953488372093,8.720930232558139,22.22222222222222
2017,CH Morris,154,97,21,21,5,6,15,158.76288659793815,21.649484536082475,21.649484536082475,6.185567010309279,15.463917525773196,30.8
2017,CJ Anderson,142,130,17,54,7,9,8,109.23076923076923,13.076923076923078,41.53846153846154,6.923076923076923,6.153846153846154,20.285714285714285
2017,CJ Jordan,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2017,CR Brathwaite,12,16,2,9,2,0,2,75.0,12.5,56.25,0.0,12.5,6.0
2017,CR Woakes,46,47,5,21,3,1,4,97.87234042553192,10.638297872340425,44.680851063829785,2.127659574468085,8.51063829787234,15.333333333333334
2017,DA Miller,83,82,8,31,3,4,4,101.21951219512195,9.75609756097561,37.80487804878049,4.878048780487805,4.878048780487805,27.666666666666668
2017,DA Warner,641,462,89,150,11,26,63,138.74458874458875,19.264069264069263,32.467532467532465,5.627705627705628,13.636363636363635,58.27272727272727
2017,DJ Hooda,78,53,9,12,3,4,5,147.16981132075472,16.9811320754717,22.641509433962266,7.547169811320755,9.433962264150944,26.0
2017,DL Chahar,14,6,2,2,1,2,0,233.33333333333334,33.33333333333333,33.33333333333333,33.33333333333333,0.0,14.0
2017,DM Bravo,6,5,1,2,0,0,1,120.0,20.0,40.0,0.0,20.0,
2017,DR Smith,239,158,40,56,10,8,32,151.26582278481013,25.31645569620253,35.44303797468354,5.063291139240507,20.253164556962027,23.9
2017,DS Kulkarni,1,2,0,1,1,0,0,50.0,0.0,50.0,0.0,0.0,1.0
2017,DT Christian,79,52,10,16,6,5,5,151.9230769230769,19.230769230769234,30.76923076923077,9.615384615384617,9.615384615384617,13.166666666666666
2017,EJG Morgan,65,62,8,24,4,2,6,104.83870967741935,12.903225806451612,38.70967741935484,3.225806451612903,9.67741935483871,16.25
2017,F du Plessis,8,7,1,2,1,0,1,114.28571428571428,14.285714285714285,28.57142857142857,0.0,14.285714285714285,8.0
2017,G Gambhir,498,405,69,128,14,7,62,122.96296296296296,17.037037037037038,31.604938271604937,1.728395061728395,15.308641975308642,35.57142857142857
2017,GJ Maxwell,310,186,46,55,10,26,20,166.66666666666669,24.731182795698924,29.56989247311828,13.978494623655912,10.75268817204301,31.0
2017,HH Pandya,250,172,31,50,9,20,11,145.3488372093023,18.023255813953487,29.069767441860467,11.627906976744185,6.395348837209303,27.77777777777778
2017,HM Amla,420,296,57,87,7,17,40,141.89189189189187,19.256756756756758,29.39189189189189,5.743243243243244,13.513513513513514,60.0
2017,Harbhajan Singh,16,17,1,5,2,1,0,94.11764705882352,5.88235294117647,29.411764705882355,5.88235294117647,0.0,8.0
2017,I Sharma,8,13,1,7,2,0,1,61.53846153846154,7.6923076923076925,53.84615384615385,0.0,7.6923076923076925,4.0
2017,IK Pathan,2,3,0,1,1,0,0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,2.0
2017,IR Jaggi,33,40,3,16,1,0,3,82.5,7.5,40.0,0.0,7.5,33.0
2017,Imran Tahir,0,2,0,2,0,0,0,0.0,0.0,100.0,0.0,0.0,
2017,Iqbal Abdulla,5,7,0,3,0,0,0,71.42857142857143,0.0,42.857142857142854,0.0,0.0,
2017,Ishan Kishan,277,214,42,84,10,13,29,129.4392523364486,19.626168224299064,39.25233644859813,6.074766355140187,13.551401869158877,27.7
2017,JC Buttler,273,186,42,67,9,15,27,146.7741935483871,22.58064516129032,36.02150537634409,8.064516129032258,14.516129032258066,30.333333333333332
2017,JD Unadkat,2,5,0,2,0,0,0,40.0,0.0,40.0,0.0,0.0,
2017,JJ Bumrah,16,12,1,3,1,1,0,133.33333333333331,8.333333333333332,25.0,8.333333333333332,0.0,16.0
2017,JJ Roy,59,41,10,15,2,1,9,143.90243902439025,24.390243902439025,36.58536585365854,2.4390243902439024,21.951219512195124,29.5
2017,JP Faulkner,54,60,4,23,5,0,4,90.0,6.666666666666667,38.333333333333336,0.0,6.666666666666667,10.8
2017,K Rabada,55,68,6,30,3,1,5,80.88235294117648,8.823529411764707,44.11764705882353,1.4705882352941175,7.352941176470589,18.333333333333332
2017,KA Pollard,395,294,50,87,14,23,27,134.35374149659864,17.006802721088434,29.591836734693878,7.8231292517006805,9.183673469387756,28.214285714285715
2017,KC Cariappa,2,7,0,5,2,0,0,28.57142857142857,0.0,71.42857142857143,0.0,0.0,1.0
2017,KD Karthik,361,268,41,65,10,11,30,134.7014925373134,15.298507462686567,24.253731343283583,4.104477611940299,11.194029850746269,36.1
2017,KH Pandya,243,186,31,57,7,7,24,130.64516129032256,16.666666666666664,30.64516129032258,3.763440860215054,12.903225806451612,34.714285714285715
2017,KK Nair,281,229,45,96,13,6,39,122.70742358078604,19.65065502183406,41.92139737991266,2.6200873362445414,17.03056768558952,21.615384615384617
2017,KM Jadhav,267,194,35,52,11,10,25,137.62886597938143,18.04123711340206,26.804123711340207,5.154639175257731,12.886597938144329,24.272727272727273
2017,KS Williamson,256,170,30,46,5,10,20,150.58823529411765,17.647058823529413,27.058823529411764,5.88235294117647,11.76470588235294,51.2
2017,KV Sharma,49,42,7,18,6,2,5,116.66666666666667,16.666666666666664,42.857142857142854,4.761904761904762,11.904761904761903,8.166666666666666
2017,Kuldeep Yadav,20,22,2,9,2,0,2,90.9090909090909,9.090909090909092,40.909090909090914,0.0,9.090909090909092,10.0
2017,LH Ferguson,1,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,
2017,LMP Simmons,137,116,18,48,6,8,10,118.10344827586208,15.517241379310345,41.37931034482759,6.896551724137931,8.620689655172415,22.833333333333332
2017,M Vohra,229,170,32,56,9,9,23,134.7058823529412,18.823529411764707,32.94117647058823,5.294117647058823,13.529411764705882,25.444444444444443
2017,MA Agarwal,26,29,3,12,3,0,3,89.65517241379311,10.344827586206897,41.37931034482759,0.0,10.344827586206897,8.666666666666666
2017,MC Henriques,277,205,32,53,6,4,28,135.1219512195122,15.609756097560975,25.853658536585368,1.951219512195122,13.658536585365855,46.166666666666664
2017,MG Johnson,20,17,2,6,0,1,1,117.64705882352942,11.76470588235294,35.294117647058826,5.88235294117647,5.88235294117647,
2017,MJ Guptill,132,88,22,37,6,5,17,150.0,25.0,42.04545454545455,5.681818181818182,19.318181818181817,22.0
2017,MJ McClenaghan,16,16,1,5,3,1,0,100.0,6.25,31.25,6.25,0.0,5.333333333333333
2017,MK Pandey,396,315,40,82,8,12,28,125.71428571428571,12.698412698412698,26.031746031746035,3.8095238095238098,8.88888888888889,49.5
2017,MK Tiwary,324,242,42,67,9,11,31,133.88429752066116,17.355371900826448,27.685950413223143,4.545454545454546,12.8099173553719,36.0
2017,MM Patel,0,1,0,1,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2017,MM Sharma,51,51,5,20,6,1,4,100.0,9.803921568627452,39.21568627450981,1.9607843137254901,7.8431372549019605,8.5
2017,MN Samuels,29,32,3,17,3,2,1,90.625,9.375,53.125,6.25,3.125,9.666666666666666
2017,MP Stoinis,17,25,1,12,3,0,1,68.0,4.0,48.0,0.0,4.0,5.666666666666667
2017,MS Dhoni,290,261,31,99,13,16,15,111.11111111111111,11.877394636015326,37.93103448275862,6.130268199233716,5.747126436781609,22.307692307692307
2017,Mandeep Singh,188,178,25,80,11,4,21,105.61797752808988,14.04494382022472,44.9438202247191,2.247191011235955,11.797752808988763,17.09090909090909
2017,Mohammad Nabi,2,3,0,2,1,0,0,66.66666666666666,0.0,66.66666666666666,0.0,0.0,2.0
2017,Mohammed Shami,36,24,6,10,4,2,4,150.0,25.0,41.66666666666667,8.333333333333332,16.666666666666664,9.0
2017,N Rana,333,277,41,98,12,17,24,120.21660649819495,14.801444043321299,35.37906137184115,6.137184115523466,8.664259927797833,27.75
2017,NM Coulter-Nile,14,13,2,8,3,2,0,107.6923076923077,15.384615384615385,61.53846153846154,15.384615384615385,0.0,4.666666666666667
2017,NV Ojha,79,70,5,20,4,3,2,112.85714285714286,7.142857142857142,28.57142857142857,4.285714285714286,2.857142857142857,19.75
2017,P Kumar,8,9,0,1,1,0,0,88.88888888888889,0.0,11.11111111111111,0.0,0.0,8.0
2017,P Negi,144,114,17,39,9,7,10,126.3157894736842,14.912280701754385,34.21052631578947,6.140350877192982,8.771929824561402,16.0
2017,PA Patel,395,308,57,98,18,8,49,128.24675324675326,18.506493506493506,31.818181818181817,2.5974025974025974,15.909090909090908,21.944444444444443
2017,PJ Cummins,77,54,9,17,5,4,5,142.59259259259258,16.666666666666664,31.48148148148148,7.4074074074074066,9.25925925925926,15.4
2017,PJ Sangwan,2,4,0,2,2,0,0,50.0,0.0,50.0,0.0,0.0,1.0
2017,PP Chawla,2,6,0,4,1,0,0,33.33333333333333,0.0,66.66666666666666,0.0,0.0,2.0
2017,R Bhatia,16,17,1,6,1,1,0,94.11764705882352,5.88235294117647,35.294117647058826,5.88235294117647,0.0,16.0
2017,R Tewatia,19,11,4,3,1,0,4,172.72727272727272,36.36363636363637,27.27272727272727,0.0,36.36363636363637,19.0
2017,RA Jadeja,158,118,17,28,4,4,13,133.89830508474577,14.40677966101695,23.728813559322035,3.389830508474576,11.016949152542372,39.5
2017,RA Tripathi,391,275,60,99,12,17,43,142.1818181818182,21.818181818181817,36.0,6.181818181818182,15.636363636363637,32.583333333333336
2017,RD Chahar,3,2,0,0,0,0,0,150.0,0.0,0.0,0.0,0.0,
2017,RG Sharma,333,278,40,95,14,9,31,119.78417266187051,14.388489208633093,34.172661870503596,3.237410071942446,11.151079136690647,23.785714285714285
2017,RR Pant,366,226,52,67,14,24,28,161.94690265486727,23.008849557522122,29.646017699115045,10.619469026548673,12.389380530973451,26.142857142857142
2017,RV Uthappa,388,239,57,63,12,21,36,162.34309623430963,23.84937238493724,26.359832635983267,8.786610878661087,15.062761506276152,32.333333333333336
2017,Rashid Khan,11,9,1,3,2,1,0,122.22222222222223,11.11111111111111,33.33333333333333,11.11111111111111,0.0,5.5
2017,S Aravind,32,40,2,16,3,0,2,80.0,5.0,40.0,0.0,5.0,10.666666666666666
2017,S Badree,13,25,0,12,5,0,0,52.0,0.0,48.0,0.0,0.0,2.6
2017,S Dhawan,479,383,62,119,13,9,53,125.06527415143603,16.187989556135772,31.070496083550914,2.3498694516971277,13.838120104438643,36.84615384615385
2017,S Kaul,0,2,0,2,0,0,0,0.0,0.0,100.0,0.0,0.0,
2017,S Nadeem,2,9,0,6,3,0,0,22.22222222222222,0.0,66.66666666666666,0.0,0.0,0.6666666666666666
2017,SA Yadav,105,89,11,25,6,3,8,117.97752808988764,12.359550561797752,28.08988764044944,3.3707865168539324,8.98876404494382,17.5
2017,SE Marsh,264,198,41,67,8,5,36,133.33333333333331,20.707070707070706,33.83838383838384,2.525252525252525,18.181818181818183,33.0
2017,SK Raina,442,310,55,72,11,13,42,142.5806451612903,17.741935483870968,23.225806451612904,4.193548387096775,13.548387096774196,40.18181818181818
2017,SL Malinga,7,3,1,1,1,1,0,233.33333333333334,33.33333333333333,33.33333333333333,33.33333333333333,0.0,7.0
2017,SN Thakur,0,3,0,3,3,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2017,SP Jackson,38,31,5,10,2,0,5,122.58064516129032,16.129032258064516,32.25806451612903,0.0,16.129032258064516,19.0
2017,SP Narine,224,135,44,56,12,10,34,165.92592592592592,32.592592592592595,41.48148148148148,7.4074074074074066,25.185185185185183,18.666666666666668
2017,SPD Smith,472,400,50,117,12,12,38,118.0,12.5,29.25,3.0,9.5,39.333333333333336
2017,SR Watson,71,80,7,32,6,1,6,88.75,8.75,40.0,1.25,7.5,11.833333333333334
2017,SS Iyer,338,249,46,75,11,10,36,135.7429718875502,18.473895582329316,30.120481927710845,4.016064257028113,14.457831325301203,30.727272727272727
2017,SS Tiwary,52,46,9,16,0,0,9,113.04347826086956,19.565217391304348,34.78260869565217,0.0,19.565217391304348,
2017,STR Binny,78,77,9,34,5,3,6,101.29870129870129,11.688311688311687,44.15584415584416,3.896103896103896,7.792207792207792,15.6
2017,SV Samson,386,275,51,92,14,19,32,140.36363636363635,18.545454545454547,33.45454545454545,6.909090909090909,11.636363636363637,27.571428571428573
2017,SW Billings,138,107,20,31,6,1,19,128.97196261682242,18.69158878504673,28.971962616822427,0.9345794392523363,17.75700934579439,23.0
2017,Sachin Baby,15,17,2,7,3,0,2,88.23529411764706,11.76470588235294,41.17647058823529,0.0,11.76470588235294,5.0
2017,Sandeep Sharma,7,7,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,
2017,Shakib Al Hasan,1,1,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,
2017,Swapnil Singh,12,19,0,9,2,0,0,63.1578947368421,0.0,47.368421052631575,0.0,0.0,6.0
2017,TA Boult,5,8,0,5,0,0,0,62.5,0.0,62.5,0.0,0.0,
2017,TG Southee,7,3,1,1,0,1,0,233.33333333333334,33.33333333333333,33.33333333333333,33.33333333333333,0.0,
2017,TM Head,151,109,15,27,4,6,9,138.5321100917431,13.761467889908257,24.770642201834864,5.5045871559633035,8.256880733944955,37.75
2017,TS Mills,8,11,1,7,3,1,0,72.72727272727273,9.090909090909092,63.63636363636363,9.090909090909092,0.0,2.6666666666666665
2017,UT Yadav,10,13,0,4,0,0,0,76.92307692307693,0.0,30.76923076923077,0.0,0.0,
2017,V Kohli,308,257,34,89,11,11,23,119.8443579766537,13.229571984435799,34.63035019455253,4.280155642023346,8.949416342412452,28.0
2017,V Shankar,101,77,13,20,2,1,12,131.1688311688312,16.883116883116884,25.97402597402597,1.2987012987012987,15.584415584415584,50.5
2017,VR Aaron,4,11,0,7,1,0,0,36.36363636363637,0.0,63.63636363636363,0.0,0.0,4.0
2017,Vishnu Vinod,19,26,2,15,3,1,1,73.07692307692307,7.6923076923076925,57.692307692307686,3.8461538461538463,3.8461538461538463,6.333333333333333
2017,WP Saha,234,194,28,61,10,8,20,120.61855670103093,14.432989690721648,31.443298969072163,4.123711340206185,10.309278350515463,23.4
2017,Washington Sundar,9,12,0,3,0,0,0,75.0,0.0,25.0,0.0,0.0,
2017,YK Pathan,143,123,15,41,9,6,9,116.26016260162602,12.195121951219512,33.33333333333333,4.878048780487805,7.317073170731707,15.88888888888889
2017,YS Chahal,13,26,0,14,2,0,0,50.0,0.0,53.84615384615385,0.0,0.0,6.5
2017,Yuvraj Singh,252,188,38,64,10,8,30,134.04255319148936,20.212765957446805,34.04255319148936,4.25531914893617,15.957446808510639,25.2
2017,Z Khan,4,13,0,9,1,0,0,30.76923076923077,0.0,69.23076923076923,0.0,0.0,4.0
2018,A Dananjaya,4,5,0,2,0,0,0,80.0,0.0,40.0,0.0,0.0,
2018,A Mishra,1,2,0,1,0,0,0,50.0,0.0,50.0,0.0,0.0,
2018,AB de Villiers,480,280,69,74,9,30,39,171.42857142857142,24.642857142857146,26.42857142857143,10.714285714285714,13.928571428571429,53.333333333333336
2018,AD Hales,148,119,19,46,6,6,13,124.36974789915966,15.966386554621847,38.655462184873954,5.042016806722689,10.92436974789916,24.666666666666668
2018,AD Nath,9,13,1,8,1,0,1,69.23076923076923,7.6923076923076925,61.53846153846154,0.0,7.6923076923076925,9.0
2018,AD Russell,316,179,48,63,12,31,17,176.53631284916202,26.81564245810056,35.19553072625698,17.318435754189945,9.497206703910614,26.333333333333332
2018,AJ Finch,134,102,14,26,8,8,6,131.37254901960785,13.725490196078432,25.49019607843137,7.8431372549019605,5.88235294117647,16.75
2018,AJ Tye,32,40,3,18,6,1,2,80.0,7.5,45.0,2.5,5.0,5.333333333333333
2018,AM Rahane,370,321,44,99,13,5,39,115.26479750778816,13.707165109034266,30.8411214953271,1.557632398753894,12.149532710280374,28.46153846153846
2018,AR Patel,80,71,7,16,7,4,3,112.67605633802818,9.859154929577464,22.535211267605636,5.633802816901409,4.225352112676056,11.428571428571429
2018,AS Rajpoot,11,18,1,9,2,0,1,61.111111111111114,5.555555555555555,50.0,0.0,5.555555555555555,5.5
2018,AT Rayudu,602,410,87,132,14,34,53,146.8292682926829,21.21951219512195,32.19512195121951,8.292682926829269,12.926829268292684,43.0
2018,Abhishek Sharma,63,35,8,6,1,5,3,180.0,22.857142857142858,17.142857142857142,14.285714285714285,8.571428571428571,63.0
2018,Anureet Singh,3,4,0,0,0,0,0,75.0,0.0,0.0,0.0,0.0,
2018,B Kumar,13,18,1,6,2,0,1,72.22222222222221,5.555555555555555,33.33333333333333,0.0,5.555555555555555,6.5
2018,B Laughlin,1,4,0,3,1,0,0,25.0,0.0,75.0,0.0,0.0,1.0
2018,B Stanlake,5,2,1,0,0,0,1,250.0,50.0,0.0,0.0,50.0,
2018,BA Stokes,196,166,19,49,13,6,13,118.07228915662651,11.44578313253012,29.518072289156628,3.614457831325301,7.83132530120482,15.076923076923077
2018,BB McCullum,127,91,22,37,6,6,16,139.56043956043956,24.175824175824175,40.65934065934066,6.593406593406594,17.582417582417584,21.166666666666668
2018,BB Sran,3,7,0,3,1,0,0,42.857142857142854,0.0,42.857142857142854,0.0,0.0,3.0
2018,BCJ Cutting,96,59,13,21,4,8,5,162.71186440677968,22.033898305084744,35.59322033898305,13.559322033898304,8.47457627118644,24.0
2018,Basil Thampi,3,6,0,3,1,0,0,50.0,0.0,50.0,0.0,0.0,3.0
2018,C Munro,63,41,11,19,4,4,7,153.65853658536585,26.82926829268293,46.34146341463415,9.75609756097561,17.073170731707318,15.75
2018,C de Grandhomme,131,87,14,23,4,10,4,150.57471264367817,16.091954022988507,26.436781609195403,11.494252873563218,4.597701149425287,32.75
2018,CA Lynn,491,382,74,157,14,18,56,128.53403141361258,19.3717277486911,41.09947643979058,4.712041884816754,14.659685863874344,35.07142857142857
2018,CH Gayle,368,261,57,110,9,27,30,140.99616858237547,21.839080459770116,42.1455938697318,10.344827586206897,11.494252873563218,40.888888888888886
2018,CH Morris,46,26,5,3,1,2,3,176.9230769230769,19.230769230769234,11.538461538461538,7.6923076923076925,11.538461538461538,46.0
2018,CJ Anderson,17,22,1,10,3,1,0,77.27272727272727,4.545454545454546,45.45454545454545,4.545454545454546,0.0,5.666666666666667
2018,CR Brathwaite,75,54,9,18,4,8,1,138.88888888888889,16.666666666666664,33.33333333333333,14.814814814814813,1.8518518518518516,18.75
2018,CR Woakes,17,19,2,10,2,1,1,89.47368421052632,10.526315789473683,52.63157894736842,5.263157894736842,5.263157894736842,8.5
2018,DA Miller,74,66,5,15,2,2,3,112.12121212121211,7.575757575757576,22.727272727272727,3.0303030303030303,4.545454545454546,37.0
2018,DJ Bravo,141,93,18,27,4,10,8,151.61290322580646,19.35483870967742,29.03225806451613,10.75268817204301,8.60215053763441,35.25
2018,DJ Hooda,87,86,5,23,5,3,2,101.16279069767442,5.813953488372093,26.744186046511626,3.488372093023256,2.3255813953488373,17.4
2018,DJM Short,115,102,16,44,7,5,11,112.74509803921569,15.686274509803921,43.13725490196079,4.901960784313726,10.784313725490197,16.428571428571427
2018,DL Chahar,50,30,5,6,3,4,1,166.66666666666669,16.666666666666664,20.0,13.333333333333334,3.3333333333333335,16.666666666666668
2018,DR Shorey,8,9,1,6,1,1,0,88.88888888888889,11.11111111111111,66.66666666666666,11.11111111111111,0.0,8.0
2018,DS Kulkarni,6,7,0,1,0,0,0,85.71428571428571,0.0,14.285714285714285,0.0,0.0,
